time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452700000	3.65888	18.0911	5.00291	3.9132	0.492387	lidar	3.43094	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49694	17.9444	4.87541	3.9111	0.397321	radar	3.42911	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.2465	17.7822	4.99529	3.89061	0.326953	lidar	1.10595	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.06931	17.594	5.08016	3.94051	0.440485	radar	2.37239	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89155	17.4778	5.02157	3.93698	0.402659	lidar	6.18503	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76018	17.2565	5.07664	4.01728	0.561636	radar	2.56333	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.58059	17.067	5.10231	4.03356	0.542133	lidar	0.0749872	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41441	16.9058	4.95079	4.0145	0.395001	radar	2.46625	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.24998	16.7357	4.94102	4.0238	0.378271	lidar	0.510821	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.06295	16.5416	4.94123	4.01326	0.293739	radar	4.60648	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.9107	16.3119	4.97718	4.04419	0.319536	lidar	2.28156	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.74711	16.1375	4.92736	4.0356	0.251161	radar	0.53273	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.5281	15.9752	4.99365	4.00376	0.175829	lidar	1.2098	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.41524	15.736	5.07688	4.08795	0.378856	radar	2.71494	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.23803	15.5162	5.13938	4.09511	0.358112	lidar	0.59953	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.07093	15.3247	5.12358	4.09031	0.305331	radar	0.851393	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.844471	15.1052	5.25292	4.06702	0.238012	lidar	1.55897	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.687845	14.9269	5.16365	4.05327	0.157647	radar	2.17308	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.615057	14.7147	5.04753	4.10735	0.234891	lidar	1.1312	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.508839	14.4688	5.12247	4.1713	0.375167	radar	2.09571	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.328708	14.2442	5.20105	4.16457	0.330998	lidar	0.504943	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.203334	13.9881	5.33985	4.22131	0.462684	radar	2.18869	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.238199	13.7361	5.14413	4.3357	0.622101	lidar	3.87322	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.13986	13.4936	5.19726	4.36828	0.637766	radar	0.461506	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0493941	13.2578	5.30357	4.33433	0.515948	lidar	1.58818	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.1722	13.0438	5.1817	4.31737	0.396233	radar	1.66237	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.13418	12.8211	5.01665	4.4183	0.54762	lidar	3.13824	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.252042	12.5991	4.92235	4.39743	0.425981	radar	3.57259	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.391462	12.3667	4.97984	4.37553	0.345743	lidar	0.569431	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.526912	12.1598	4.95037	4.34445	0.243736	radar	3.43587	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.60159	11.9466	4.9135	4.36215	0.254644	lidar	0.472324	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.742409	11.7167	4.96231	4.33522	0.180773	radar	2.51523	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.976039	11.4741	5.1184	4.25272	0.0177118	lidar	3.25228	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.09044	11.2462	5.07582	4.23932	-0.0361535	radar	1.63159	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.27983	11.024	5.15577	4.19275	-0.109966	lidar	0.954593	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.33769	10.771	5.22209	4.27539	0.127086	radar	2.89681	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.4677	10.5159	5.27626	4.27377	0.114032	lidar	0.555808	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.5591	10.2474	5.36333	4.31583	0.221021	radar	1.50773	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.63994	10.0398	5.27674	4.33282	0.232809	lidar	2.12062	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.72717	9.81117	5.21253	4.33984	0.207677	radar	0.626478	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.78398	9.59507	5.12777	4.36781	0.23968	lidar	0.954979	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.90423	9.33793	5.24605	4.37422	0.259612	radar	2.22021	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.98125	9.04001	5.3141	4.39946	0.278616	lidar	3.94254	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.0652	8.82116	5.19861	4.38879	0.195035	radar	2.10705	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.15931	8.56853	5.22309	4.39189	0.182882	lidar	0.0650044	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.30407	8.30826	5.3123	4.36325	0.113732	radar	2.43066	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.32719	8.08224	5.20034	4.40623	0.179508	lidar	1.14391	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37702	7.87575	5.08499	4.42139	0.179188	radar	5.52134	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.50158	7.62094	5.16293	4.40056	0.127578	lidar	0.648241	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.68686	7.37922	5.20529	4.31908	-0.0801284	radar	4.44309	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.79452	7.12631	5.23572	4.31243	-0.0848929	lidar	0.212255	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.83443	6.89469	5.19571	4.3678	0.0739443	radar	2.32495	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.85889	6.69805	5.03672	4.3994	0.117096	lidar	2.52909	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90883	6.48478	4.89612	4.39412	0.0407369	radar	3.29947	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.96267	6.25307	4.86711	4.40853	0.0606977	lidar	0.24762	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.08964	5.99848	5.00248	4.3946	0.0595005	radar	3.83555	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.18295	5.71811	5.09693	4.3932	0.0503896	lidar	1.91391	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.298	5.46719	5.11723	4.35512	-0.070168	radar	1.69419	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.40555	5.20268	5.18547	4.34491	-0.0811086	lidar	0.580892	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.46248	4.95792	5.17411	4.38255	0.0396387	radar	0.633773	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.59039	4.66878	5.31658	4.3682	0.0175962	lidar	1.93487	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.7	4.41329	5.32605	4.33786	-0.0890614	radar	1.63663	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.84772	4.13286	5.45856	4.31535	-0.111326	lidar	1.86039	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.91697	3.89515	5.40198	4.3531	0.0303503	radar	1.75799	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.98207	3.67029	5.3051	4.36223	0.0355782	lidar	0.98782	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.07333	3.47706	5.1775	4.33799	-0.0575159	radar	4.00949	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.16578	3.23353	5.18021	4.33652	-0.05555	lidar	0.0215347	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.28158	2.97563	5.24095	4.31808	-0.105937	radar	0.472413	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37759	2.69566	5.3161	4.32137	-0.0899247	lidar	1.32545	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.46056	2.44654	5.3	4.33952	-0.0149329	radar	0.357066	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56809	2.17497	5.36983	4.34021	-0.00759567	lidar	0.507283	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67273	1.95448	5.31824	4.29735	-0.172168	radar	3.58299	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.79656	1.67067	5.43118	4.29338	-0.155637	lidar	1.35308	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91659	1.42295	5.44644	4.27733	-0.182908	radar	0.0930505	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.97481	1.20251	5.31896	4.27819	-0.182825	lidar	5.38247	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.0642	0.996907	5.19552	4.28323	-0.122088	radar	1.3229	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12345	0.774249	5.11094	4.28759	-0.116367	lidar	3.93846	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.22086	0.461933	5.29576	4.30215	-0.0904768	radar	5.60445	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29496	0.225642	5.24944	4.30546	-0.0828014	lidar	1.60801	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.40338	-0.010692	5.21158	4.32166	0.0143658	radar	5.78208	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47036	-0.245831	5.17021	4.33078	0.0240795	lidar	1.59063	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59291	-0.403004	5.02699	4.28293	-0.0993116	radar	3.36976	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72965	-0.573933	4.92833	4.24677	-0.157854	lidar	1.91381	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84768	-0.798737	5.01502	4.20793	-0.289891	radar	4.98268	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94462	-1.0902	5.14978	4.23113	-0.214033	lidar	2.264	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.03027	-1.37468	5.23555	4.25966	-0.12967	radar	3.21194	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.17238	-1.57516	5.18431	4.22866	-0.176759	lidar	0.861482	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.32102	-1.80623	5.30254	4.17715	-0.334051	radar	2.67554	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.42985	-2.06967	5.35761	4.18703	-0.282772	lidar	0.778873	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.58179	-2.25987	5.24043	4.16242	-0.271226	radar	3.11772	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.73597	-2.46615	5.22106	4.13526	-0.296969	lidar	0.218372	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.89452	-2.66972	5.19796	4.10971	-0.312948	radar	0.81233	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.97773	-2.96846	5.3105	4.16057	-0.183953	lidar	3.19742	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.10304	-3.19552	5.25892	4.16927	-0.124293	radar	0.366673	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22819	-3.38162	5.18189	4.14997	-0.152198	lidar	1.36936	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.37054	-3.64189	5.25847	4.1606	-0.113366	radar	4.47382	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.54037	-3.74874	5.07397	4.08753	-0.24484	lidar	4.32845	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.68775	-3.95405	5.10157	4.0718	-0.262452	radar	0.461942	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.83489	-4.19814	5.16696	4.08078	-0.218646	lidar	0.704507	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.98444	-4.41982	5.17944	4.07998	-0.194975	radar	0.441997	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13857	-4.67345	5.25594	4.09196	-0.151756	lidar	1.28154	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.26939	-4.88371	5.12562	4.11208	-0.0574012	radar	1.98848	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.39359	-5.10732	5.13159	4.12471	-0.0285139	lidar	0.200345	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54158	-5.26635	4.99203	4.10468	-0.0422508	radar	3.24529	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73355	-5.45794	5.00911	4.07274	-0.0962985	lidar	1.98915	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89317	-5.65594	5.01882	4.06118	-0.110155	radar	0.27276	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.04854	-5.83869	4.99686	4.04625	-0.127975	lidar	0.0899677	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.18899	-5.98658	4.85617	4.03016	-0.132369	radar	5.27333	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37825	-6.06136	4.71411	3.95	-0.270989	lidar	3.80368	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55848	-6.24165	4.78038	3.93143	-0.285275	radar	1.19024	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68195	-6.47337	4.82863	3.97267	-0.18155	lidar	0.828984	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.92271	-6.61526	4.95081	3.89672	-0.325555	radar	7.15756	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1267	-6.78413	4.97614	3.86991	-0.343699	lidar	0.642384	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3189	-6.93729	5.00826	3.84242	-0.3675	radar	0.781924	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5469	-7.13059	5.09082	3.82652	-0.359646	lidar	3.79497	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7653	-7.25375	5.0837	3.77811	-0.41779	radar	1.48464	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.01	-7.42693	5.15951	3.75393	-0.420712	lidar	3.43946	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.2055	-7.55207	5.06052	3.72767	-0.430989	radar	1.30703	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3355	-7.7322	5.00035	3.76575	-0.323668	lidar	3.50115	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5371	-7.84688	4.952	3.73297	-0.354758	radar	1.58499	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7111	-7.9538	4.88354	3.7113	-0.363879	lidar	2.71013	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9091	-8.05346	4.75292	3.67657	-0.397692	radar	1.10167	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1195	-8.14399	4.73708	3.63723	-0.433629	lidar	0.237345	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3534	-8.27188	4.94521	3.62522	-0.400598	radar	2.91732	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5526	-8.35863	4.89795	3.59697	-0.416724	lidar	1.40091	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7654	-8.42783	4.77543	3.55022	-0.475541	radar	1.25175	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0417	-8.52398	4.8652	3.50865	-0.505185	lidar	4.08898	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2998	-8.61804	4.99518	3.48752	-0.481158	radar	2.68402	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5152	-8.6727	4.95163	3.45267	-0.501915	lidar	1.40745	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7416	-8.68738	4.81094	3.37931	-0.615327	radar	2.88179	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.946	-8.83466	4.79566	3.41939	-0.489176	lidar	1.82278	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2035	-8.9297	4.98893	3.42765	-0.392625	radar	2.88852	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4133	-9.07287	4.96032	3.46579	-0.290685	lidar	0.961998	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.637	-9.14911	4.89309	3.44919	-0.304929	radar	0.414196	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9384	-9.12496	4.98246	3.35228	-0.449682	lidar	1.69391	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1984	-9.19989	5.01935	3.34316	-0.424728	radar	4.55045	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4529	-9.3436	5.05051	3.38275	-0.317464	lidar	5.34264	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6927	-9.36959	4.92017	3.33088	-0.416596	radar	2.18877	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9439	-9.46682	4.94432	3.34325	-0.357523	lidar	2.04982	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1969	-9.46877	4.9055	3.28443	-0.448867	radar	2.21192	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4515	-9.45017	4.92515	3.22634	-0.511549	lidar	0.481523	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6669	-9.44892	4.85061	3.18825	-0.545963	radar	4.83075	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9551	-9.42212	4.93707	3.13097	-0.595751	lidar	1.43191	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2004	-9.50377	4.97899	3.1765	-0.429831	radar	8.23875	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4613	-9.52371	4.99917	3.16242	-0.417153	lidar	0.508067	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7202	-9.5087	4.97945	3.11927	-0.477395	radar	1.65313	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9771	-9.4691	5.00596	3.075	-0.511795	lidar	0.156008	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2234	-9.42403	4.97796	3.02347	-0.578727	radar	0.417526	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4075	-9.49598	4.82006	3.06511	-0.462927	lidar	2.23554	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6405	-9.49425	4.85152	3.06925	-0.384415	radar	1.75689	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8917	-9.48269	4.86606	3.05493	-0.376012	lidar	0.264996	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1194	-9.44923	4.87471	3.03835	-0.354731	radar	3.86293	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3799	-9.30075	4.97416	2.94349	-0.484458	lidar	3.12452	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6169	-9.21339	4.94899	2.88273	-0.578212	radar	0.899613	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.874	-9.07375	5.03404	2.80943	-0.649755	lidar	0.885864	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1179	-8.96399	5.0891	2.77433	-0.626848	radar	4.78901	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2593	-9.15861	4.67379	2.90358	-0.387816	lidar	15.0139	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4951	-9.12853	4.69378	2.90872	-0.328715	radar	1.50839	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7229	-9.01747	4.74206	2.86022	-0.380529	lidar	0.888061	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9654	-8.93639	4.7656	2.82822	-0.416439	radar	2.58089	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1594	-8.8698	4.70397	2.81132	-0.410197	lidar	1.06949	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3924	-8.7833	4.71227	2.77866	-0.449674	radar	1.98156	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5781	-8.77202	4.58399	2.79806	-0.382238	lidar	1.13809	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7679	-8.62384	4.52485	2.70167	-0.587738	radar	5.89055	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9686	-8.54156	4.50425	2.68241	-0.571403	lidar	0.0651861	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1782	-8.44609	4.55907	2.68444	-0.464641	radar	2.44859	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4162	-8.33359	4.62753	2.6605	-0.464797	lidar	1.52181	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6053	-8.22223	4.59254	2.62651	-0.500008	radar	0.702813	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8615	-7.93224	4.89752	2.51401	-0.630653	lidar	6.02748	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0558	-7.77371	4.88385	2.45158	-0.736587	radar	2.60335	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2841	-7.58442	4.9914	2.40827	-0.74209	lidar	2.08276	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4896	-7.44938	5.01339	2.43659	-0.535583	radar	2.52973	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6502	-7.31828	4.92291	2.41857	-0.527216	lidar	0.809256	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.845	-7.15088	4.95879	2.40512	-0.478466	radar	0.859498	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.998	-7.08641	4.75683	2.41833	-0.430639	lidar	2.41011	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1655	-6.9006	4.77021	2.37112	-0.501439	radar	1.98315	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3337	-6.62819	4.93717	2.30201	-0.56554	lidar	2.80847	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5019	-6.44853	4.92325	2.2628	-0.622459	radar	3.45807	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5885	-6.33535	4.70629	2.24395	-0.609313	lidar	5.36319	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7301	-6.14916	4.70888	2.2185	-0.586971	radar	0.310119	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
